,Corpus,Expression,Structure syntaxique,Fréquence,isMeSHTerm,MeSHID,MesH_prefLabel_fr,MesH_prefLabel_en,isTaxoTerm
481,doctissimo,cancer colorectal,NOM ADJ,12,True,D015179,Tumeurs colorectales,Colorectal Neoplasms,True
482,doctissimo,super peur,ADJ NOM,15,False,,,,False
486,doctissimo,impression d'avoir le ventre,NOM PRP VER:infi DET:ART NOM,7,False,,,,False
487,doctissimo,ventre tendu,NOM ADJ,7,False,,,,False
489,doctissimo,vraiment léger,ADV ADJ,7,False,,,,False
490,doctissimo,essayer de profiter,VER:infi PRP VER:infi,6,False,,,,False
491,doctissimo,changer les idées,VER:infi DET:ART NOM,29,False,,,,False
492,doctissimo,courage les filles,NOM DET:ART NOM,57,False,,,,False
494,doctissimo,jours à attendre,NOM PRP VER:infi,10,False,,,,False
495,doctissimo,attendre le rdc,VER:infi DET:ART NOM,4,False,,,,False
496,doctissimo,recommencer les essais,VER:infi DET:ART NOM,6,False,,,,False
497,doctissimo,attente est longue,NOM VER:pres ADJ,11,False,,,,False
498,doctissimo,faire un test,VER:infi DET:ART NOM,149,False,,,,False
499,doctissimo,règles la semaine,NOM DET:ART NOM,4,False,,,,False
501,doctissimo,grosse déprime,ADJ NOM,9,False,,,,False
502,doctissimo,femmes enceintes,NOM VER:pper,86,True,D037841,Femmes enceintes,Pregnant Women,False
503,doctissimo,salle d'attente,NOM PRP NOM,26,False,,,,False
504,doctissimo,gros coup,ADJ NOM,51,False,,,,False
505,doctissimo,gros coup au moral,ADJ NOM PRP:det ADJ,3,False,,,,False
507,doctissimo,moindre contrariété,ADJ NOM,6,False,,,,False
510,doctissimo,petit résumé,ADJ VER:pper,12,False,,,,False
511,doctissimo,retard de règles,NOM PRP NOM,31,False,,,,False
512,doctissimo,test pipi,NOM NOM,79,False,,,,False
513,doctissimo,test pipi positif,NOM NOM ADJ,5,False,,,,False
514,doctissimo,pipi positif,NOM ADJ,5,False,,,,False
515,doctissimo,rdv chez le gygy,NOM PRP DET:ART NOM,18,False,,,,False
516,doctissimo,écho endovaginale,NOM ADJ,3,False,,,,False
517,doctissimo,petit point,ADJ NOM,14,False,,,,False
518,doctissimo,petit point blanc,ADJ NOM ADJ,3,False,,,,False
519,doctissimo,point blanc,NOM ADJ,17,False,,,,True
521,doctissimo,nouvelle écho,ADJ NOM,16,False,,,,False
523,doctissimo,mauvaise nouvelle,ADJ ADJ,38,False,,,,False
524,doctissimo,activité cardiaque,NOM ADJ,33,False,,,,False
525,doctissimo,visite de contrôle,NOM PRP NOM,24,False,,,,False
528,doctissimo,semaine dernière,NOM ADJ,241,False,,,,False
529,doctissimo,coté droit,VER:pper NOM,91,False,,,,False
530,doctissimo,.ma question,NAM NOM,5,False,,,,False
531,doctissimo,rapports non protégés,NOM ADV VER:pper,14,True,D047568,Rapports sexuels non protégés,Unsafe Sex,False
534,doctissimo,faire des films,VER:infi PRP:det NOM,11,False,,,,False
535,doctissimo,droit également,NOM ADV,3,False,,,,False
538,doctissimo,mauvais souvenirs,ADJ NOM,8,False,,,,False
539,doctissimo,baisses de moral,NOM PRP ADJ,4,False,,,,False
540,doctissimo,passer à autre chose,VER:infi PRP ADJ NOM,20,False,,,,False
541,doctissimo,acheter un test,VER:infi DET:ART NOM,7,False,,,,False
542,doctissimo,faire une idée,VER:infi DET:ART NOM,30,False,,,,False
543,doctissimo,problème c\'est,NOM NOM,41,False,,,,False
544,doctissimo,c\'est négatif,NOM ADJ,8,False,,,,False
546,doctissimo,reprendre les essais,VER:infi DET:ART NOM,47,False,,,,False
547,doctissimo,douleur intense,NOM ADJ,19,False,,,,False
548,doctissimo,cheveux secs,NOM ADJ,18,False,,,,True
549,doctissimo,faire régulièrement,VER:infi ADV,15,False,,,,False
550,doctissimo,base de fromage,NOM PRP NOM,3,False,,,,False
551,doctissimo,fromage blanc,NOM ADJ,18,False,,,,False
552,doctissimo,gel aloe,NOM ADJ,5,False,,,,False
554,doctissimo,utiliser de l'huile,VER:infi PRP DET:ART NOM,7,False,,,,False
555,doctissimo,huile de ricin,NOM PRP NOM,42,True,D002368,Huile de ricin,Castor Oil,True
557,doctissimo,levure de biere,NOM PRP NOM,9,False,,,,False
559,doctissimo,cheveux très secs,NOM ADV ADJ,4,False,,,,False
560,doctissimo,super agréable,ADJ ADJ,21,False,,,,False
562,doctissimo,huiles végétales,NOM ADJ,18,True,D010938,Huiles végétales,Plant Oils,False
563,doctissimo,derniers mois,ADJ NOM,59,False,,,,False
564,doctissimo,bains d'huile,NOM PRP NOM,9,False,,,,False
566,doctissimo,photos à l'appui,NOM PRP DET:ART NOM,5,False,,,,False
567,doctissimo,cheveux long,NOM ADJ,10,False,,,,False
568,doctissimo,beaux cheveux,ADJ NOM,23,False,,,,False
569,doctissimo,cheveux en bonne,NOM PRP ADJ,3,False,,,,False
570,doctissimo,cheveux en bonne santé,NOM PRP ADJ NOM,3,False,,,,False
571,doctissimo,bonne santé,ADJ NOM,232,False,,,,False
572,doctissimo,grande surface,ADJ NOM,42,False,,,,False
573,doctissimo,huile d'olive,NOM PRP NOM,61,False,,,,False
576,doctissimo,utilise de l'huile,VER:pres PRP DET:ART NOM,3,False,,,,False
579,doctissimo,mauvaise santé,ADJ NOM,3,False,,,,False
581,doctissimo,faire des bains,VER:infi PRP:det NOM,10,False,,,,False
583,doctissimo,cuir chevelu,NOM ADJ,160,True,D012535,Cuir chevelu,Scalp,True
585,doctissimo,conseille plutot,VER:pres NOM,4,False,,,,False
586,doctissimo,huile de noix,NOM PRP NOM,4,False,,,,False
587,doctissimo,noix de coco,NOM PRP NOM,8,True,D003059,Cocos,Cocos,False
588,doctissimo,magasins bio,NOM ADJ,17,False,,,,False
589,doctissimo,perdre la protection,VER:infi DET:ART NOM,4,False,,,,False
590,doctissimo,protection contraceptive,NOM ADJ,6,False,,,,False
591,doctissimo,problème au niveau,NOM PRP:det NOM,26,False,,,,False
592,doctissimo,prise de pilule,NOM PRP NOM,7,False,,,,False
593,doctissimo,mois prochain,NOM ADJ,69,False,,,,False
594,doctissimo,plaquette de pilule,NOM PRP NOM,6,False,,,,False
595,doctissimo,hier du coup,VER:infi PRP:det NOM,3,False,,,,False
596,doctissimo,ras le bol,NOM DET:ART NOM,55,False,,,,False
597,doctissimo,plaques rouges,NOM ADJ,76,False,,,,False
599,doctissimo,n\'est pas grave,NOM ADV ADJ,21,False,,,,False
600,doctissimo,c\'est hyper,NOM NOM,10,False,,,,False
601,doctissimo,stresse à fond,VER:pres PRP NOM,3,False,,,,False
602,doctissimo,base du crâne,NOM PRP:det NOM,4,True,D019291,Base du crâne,Skull Base,False
603,doctissimo,marche super,NOM ADJ,17,False,,,,False
604,doctissimo,source du problème,NOM PRP:det NOM,4,False,,,,False
605,doctissimo,remèdes naturels,NOM ADJ,15,False,,,,False
606,doctissimo,laver les cheveux,VER:infi DET:ART NOM,26,False,,,,False
607,doctissimo,c\'est plus facile,NOM ADV ADJ,13,False,,,,False
608,doctissimo,gros stress,ADJ NOM,35,False,,,,False
609,doctissimo,devient très dur,VER:pres ADV ADJ,4,False,,,,False
613,doctissimo,plaques blanches,NOM ADJ,4,False,,,,False
615,doctissimo,coup de déprime,NOM PRP NOM,5,False,,,,False
616,doctissimo,allez bon courage,VER:pres ADJ NOM,6,False,,,,False
617,doctissimo,courage et garde,NOM KON NOM,5,False,,,,False
618,doctissimo,futurs maman,ADJ NOM,6,False,,,,False
619,doctissimo,faire demain,VER:infi ADV,11,False,,,,False
620,doctissimo,mois d'essais,NOM PRP NOM,20,False,,,,False
622,doctissimo,tomber enceinte,VER:infi VER:pper,283,False,,,,False
623,doctissimo,belle revanche,ADJ NOM,6,False,,,,False
624,doctissimo,mal au ventre,ADV PRP:det NOM,229,False,,,,True
625,doctissimo,medecin traitant,NOM VER:ppre,60,False,,,,False
626,doctissimo,echo de datation,NOM PRP NOM,55,False,,,,False
627,doctissimo,grossesse difficile,NOM ADJ,7,False,,,,False
628,doctissimo,mois sous clomid,NOM PRP ADJ,4,False,,,,False
629,doctissimo,courage à ttes,NOM PRP NOM,3,False,,,,False
630,doctissimo,prises de sang,NOM PRP NOM,213,False,,,,False
631,doctissimo,trés fort,NOM ADJ,15,False,,,,False
632,doctissimo,douleurs au bas du ventre,NOM PRP:det NOM PRP:det NOM,7,False,,,,False
633,doctissimo,rdv chez le médecin,ADJ PRP DET:ART NOM,13,False,,,,False
635,doctissimo,super félicitations,ADJ NOM,7,False,,,,False
637,doctissimo,fiv icsi,ADJ NOM,45,False,,,,False
638,doctissimo,ans et demi.j'ai,NOM KON NOM,5,False,,,,False
639,doctissimo,tests urinaires,NOM ADJ,15,False,,,,False
640,doctissimo,prise de sang,NOM PRP NOM,1500,False,,,,True
641,doctissimo,grosses douleurs,ADJ NOM,81,False,,,,False
642,doctissimo,grosses douleurs de règles,ADJ NOM PRP NOM,4,False,,,,False
643,doctissimo,douleurs de règles,NOM PRP NOM,49,False,,,,False
644,doctissimo,dur parcours,ADJ NOM,4,False,,,,False
645,doctissimo,graves malformations,ADJ NOM,3,False,,,,False
646,doctissimo,décidé d'essayer,VER:pper PRP VER:infi,5,False,,,,False
647,doctissimo,essayer de prendre,VER:infi PRP VER:infi,10,False,,,,False
648,doctissimo,revanche sur la vie,NOM PRP DET:ART NOM,6,False,,,,False
649,doctissimo,tests d'ovulation,NOM PRP NOM,46,False,,,,False
650,doctissimo,ligne blanche,NOM ADJ,4,False,,,,False
651,doctissimo,règles depuis le mois,NOM PRP DET:ART NOM,3,False,,,,False
652,doctissimo,tests ovulation,NOM NOM,3,False,,,,False
654,doctissimo,derniers temps,ADJ NOM,88,False,,,,False
655,doctissimo,test suretest,NOM ADJ,3,False,,,,False
656,doctissimo,enfants j'ai peur,NOM PRO:PER VER:pres NOM,3,False,,,,False
657,doctissimo,fiv dpi,NOM VER:pper,7,False,,,,False
659,doctissimo,oui y'a,INT NOM,8,False,,,,False
660,doctissimo,bébé en bonne,NOM PRP ADJ,21,False,,,,False
661,doctissimo,bébé en bonne santé,NOM PRP ADJ NOM,19,False,,,,False
663,doctissimo,bonne santé ...,ADJ NOM PUN,7,False,,,,False
664,doctissimo,analyses génétiques,NOM ADJ,6,False,,,,False
665,doctissimo,maladie génétique,NOM ADJ,42,False,,,,False
666,doctissimo,tenter une grossesse,VER:infi DET:ART NOM,3,False,,,,False
667,doctissimo,grossesse spontanée,NOM ADJ,4,False,,,,False
668,doctissimo,faire une biopsie,VER:infi DET:ART NOM,23,False,,,,False
670,doctissimo,faire parti,VER:infi VER:pper,11,False,,,,False
672,doctissimo,voulu partager,VER:pper VER:infi,3,False,,,,False
673,doctissimo,créer un groupe,VER:infi DET:ART NOM,6,False,,,,False
674,doctissimo,groupe secret,NOM ADJ,4,False,,,,False
675,doctissimo,faire partie,VER:infi NOM,60,False,,,,False
676,doctissimo,messages privés,NOM VER:pper,20,False,,,,False
677,doctissimo,petite enveloppe,ADJ NOM,6,False,,,,False
678,doctissimo,recevoir un message,VER:infi DET:ART NOM,3,False,,,,False
679,doctissimo,message privé,NOM ADJ,93,False,,,,False
681,doctissimo,demander de l'aide,VER:infi PRP DET:ART NOM,22,False,,,,False
682,doctissimo,psychiatre psychotherapeute,NOM NOM,5,False,,,,False
683,doctissimo,chef de service,NOM PRP NOM,39,False,,,,False
685,doctissimo,vie de merde,NOM PRP NOM,7,False,,,,False
687,doctissimo,peur de sortir,NOM PRP VER:infi,8,False,,,,False
688,doctissimo,infection urinaire,NOM ADJ,97,False,,,,True
689,doctissimo,globules blancs,NOM ADJ,57,True,D007962,Leucocytes,Leukocytes,True
692,doctissimo,analyse d'urine,NOM PRP NOM,31,False,,,,False
694,doctissimo,flore vaginale,NOM ADJ,29,False,,,,False
695,doctissimo,empêcher de penser,VER:infi PRP VER:infi,5,False,,,,False
696,doctissimo,peur d'avoir un truc,NOM PRP VER:infi DET:ART NOM,3,False,,,,False
697,doctissimo,peur d'avoir un truc grave,NOM PRP VER:infi DET:ART NOM ADJ,3,False,,,,False
698,doctissimo,truc grave,NOM ADJ,7,False,,,,False
700,doctissimo,appareil urinaire,NOM ADJ,7,True,D014551,Voies urinaires,Urinary Tract,False
701,doctissimo,temps de répondre,NOM PRP VER:infi,25,False,,,,False
702,doctissimo,hyper douloureux,VER:infi ADJ,12,False,,,,False
703,doctissimo,grande partie,ADJ NOM,43,False,,,,False
704,doctissimo,faux travail,ADJ NOM,8,False,,,,False
705,doctissimo,d\'infection urinaire,NOM ADJ,7,False,,,,False
706,doctissimo,levre gonfle,NOM ADJ,3,False,,,,False
707,doctissimo,symptômes d\'une,NOM ADJ,6,False,,,,False
709,doctissimo,qu\'elle n\'était,NOM VER:impf,6,False,,,,False
713,doctissimo,rdv sage,NOM ADJ,15,False,,,,False
714,doctissimo,rdv sage femme,NOM ADJ NOM,14,False,,,,False
716,doctissimo,prends rdv,VER:pres VER:pper,28,False,,,,False
717,doctissimo,rdv en urgence,VER:pper PRP NOM,8,False,,,,False
718,doctissimo,fin du traitement,NOM PRP:det NOM,33,False,,,,False
719,doctissimo,ablation de la glande,NOM PRP DET:ART NOM,6,False,,,,False
720,doctissimo,long post,ADJ NOM,5,False,,,,False
721,doctissimo,point noir,ADV ADJ,24,False,,,,True
722,doctissimo,qu\'il faut,NOM VER:pres,265,False,,,,False
724,doctissimo,l\'anesthésie locale,NOM ADJ,7,False,,,,False
725,doctissimo,expliquer qu\'il,VER:infi NOM,5,False,,,,False
726,doctissimo,qu\'il fallait,NOM VER:impf,71,False,,,,False
728,doctissimo,continuer le traitement,VER:infi DET:ART NOM,13,False,,,,False
729,doctissimo,soin infirmier,NOM NOM,3,False,,,,False
730,doctissimo,mois apres rebelotte,NOM ADJ VER:pres,3,False,,,,False
732,doctissimo,douleurs insupportable,NOM ADJ,3,False,,,,False
733,doctissimo,anesthesie general,NOM ADJ,3,False,,,,False
735,doctissimo,pleine crise,ADJ NOM,12,False,,,,False
736,doctissimo,forte douleur,ADJ NOM,24,False,,,,False
737,doctissimo,marcher normalement,VER:infi ADV,17,False,,,,False
738,doctissimo,locale ou générale,ADJ KON ADJ,8,False,,,,False
739,doctissimo,semaine passe,NOM VER:pres,3,False,,,,False
740,doctissimo,relation sexuelle,NOM ADJ,35,True,D003075,Coït,Coitus,True
742,doctissimo,hier matin,ADV NOM,70,False,,,,False
743,doctissimo,aller à l'hôpital,VER:infi PRP DET:ART NOM,22,False,,,,False
744,doctissimo,salle de réveil,NOM PRP NOM,20,True,D011997,Salle de réveil,Recovery Room,True
745,doctissimo,calmer la douleur,VER:infi DET:ART NOM,16,False,,,,False
747,doctissimo,glande de bartholin,NOM PRP NOM,7,False,,,,False
749,doctissimo,envie de tenter,NOM PRP VER:infi,9,False,,,,False
750,doctissimo,douleurs atroces,NOM ADJ,33,False,,,,False
751,doctissimo,arrêts de travail,NOM PRP NOM,12,False,,,,False
755,doctissimo,fin de grossesse,NOM PRP NOM,80,False,,,,False
756,doctissimo,grossesse du coup,NOM PRP:det NOM,6,False,,,,False
757,doctissimo,anesthésie général,NOM ADJ,4,False,,,,False
759,doctissimo,jeux de société,NOM PRP NOM,4,False,,,,False
763,doctissimo,temps-ci,NOM ADV,11,False,,,,False
765,doctissimo,salut eric,NOM ADJ,3,False,,,,False
767,doctissimo,déjà entendu,ADV VER:pper,51,False,,,,False
768,doctissimo,jus de fruits,NOM PRP NOM,20,True,D000067030,Jus de fruits et de légumes,Fruit and Vegetable Juices,False
769,doctissimo,jus de fruits frais,NOM PRP NOM ADJ,3,False,,,,False
770,doctissimo,fruits frais,NOM ADJ,12,False,,,,False
771,doctissimo,médecin hospitalier,NOM ADJ,5,True,D020445,Médecins hospitaliers,Hospitalists,False
772,doctissimo,amélioration significative,NOM ADJ,9,False,,,,False
773,doctissimo,haute dose,ADJ NOM,16,False,,,,False
774,doctissimo,faut du temps,VER:pres PRP:det NOM,41,False,,,,False
775,doctissimo,sais-tu,VER:pres PRO:PER,30,False,,,,False
776,doctissimo,demandé au médecin,VER:pper PRP:det NOM,5,False,,,,False
777,doctissimo,protocole chimio,NOM ADJ,5,False,,,,False
779,doctissimo,choix du traitement,NOM PRP:det NOM,3,False,,,,False
782,doctissimo,laboratoires pharmaceutiques,NOM ADJ,5,False,,,,False
783,doctissimo,argent qu',NOM PRO:REL,4,False,,,,False
784,doctissimo,voiler la face,VER:infi DET:ART NOM,15,False,,,,False
785,doctissimo,agréable journée,ADJ NOM,7,False,,,,False
786,doctissimo,faut pouvoir,VER:pres NOM,12,False,,,,False
787,doctissimo,.avez-vous,VER:pres PRO:PER,6,False,,,,False
788,doctissimo,articles scientifiques,NOM ADJ,5,False,,,,False
789,doctissimo,traitement du cancer,NOM PRP:det NOM,5,False,,,,True
790,doctissimo,cherche des témoignages,VER:pres PRP:det NOM,16,False,,,,False
791,doctissimo,d\'un cancer,ADJ NOM,24,False,,,,False
792,doctissimo,cancer du poumon,NOM PRP:det NOM,87,True,D008175,Tumeurs du poumon,Lung Neoplasms,True
793,doctissimo,hautes doses,ADJ NOM,4,False,,,,False
794,doctissimo,commencer le traitement,VER:infi DET:ART NOM,15,False,,,,False
795,doctissimo,hier j\'ai,NOM VER:simp,23,False,,,,False
797,doctissimo,j\'y répondrai,NOM VER:futu,4,False,,,,False
798,doctissimo,forum j\'ai,NOM VER:simp,3,False,,,,False
799,doctissimo,j\'ai des doutes,VER:simp PRP:det NOM,6,False,,,,False
801,doctissimo,rendu malade,VER:pper ADJ,7,False,,,,False
802,doctissimo,pose du pac,NOM PRP:det NOM,8,False,,,,False
803,doctissimo,anesthésie locale,VER:pres ADJ,70,True,D000772,Anesthésie locale,"Anesthesia, Local",True
804,doctissimo,petites doses,ADJ NOM,7,False,,,,False
806,doctissimo,parait gros,VER:impf ADJ,3,False,,,,False
807,doctissimo,besoin de soutien,NOM PRP NOM,35,False,,,,False
808,doctissimo,ete opérée,NOM VER:pper,4,False,,,,False
809,doctissimo,flux sanguin,NOM ADJ,7,False,,,,False
810,doctissimo,chimio préventive,NOM ADJ,5,False,,,,False
811,doctissimo,corps étranger,NOM ADJ,27,True,D005547,Corps étrangers,Foreign Bodies,True
812,doctissimo,décidé de prendre,VER:pper PRP VER:infi,21,False,,,,False
813,doctissimo,aloe vera,NOM VER:futu,58,True,D000504,Aloe,Aloe,False
815,doctissimo,décharge électrique,NOM ADJ,14,False,,,,False
816,doctissimo,symptômes arrivent,NOM VER:pres,5,False,,,,False
817,doctissimo,anesthésie générale,NOM ADJ,118,True,D000768,Anesthésie générale,"Anesthesia, General",True
818,doctissimo,essayer de penser,VER:infi PRP VER:infi,3,False,,,,False
819,doctissimo,écouter la musique,VER:infi DET:ART NOM,5,False,,,,False
820,doctissimo,gentils messages,ADJ NOM,4,False,,,,False
822,doctissimo,bains de bouche,NOM PRP NOM,32,True,D009067,Bains de bouche,Mouthwashes,False
824,doctissimo,d\'être malade,NOM ADJ,5,False,,,,False
825,doctissimo,mère indigne,ADJ ADJ,5,False,,,,False
826,doctissimo,système lymphatique,NOM ADJ,10,True,D008208,Système lymphatique,Lymphatic System,True
827,doctissimo,suivi par un spécialiste,VER:pper PRP DET:ART NOM,3,False,,,,False
828,doctissimo,drainage lymphatique,NOM ADJ,20,False,,,,True
830,doctissimo,phase iii,NOM VER:pper,4,False,,,,False
831,doctissimo,soins de la peau,NOM PRP DET:ART NOM,3,False,,,,False
834,doctissimo,niveau du genou,NOM PRP:det NOM,6,False,,,,False
835,doctissimo,huile d'argan,NOM PRP NOM,23,False,,,,False
836,doctissimo,pouvoir en trouver,VER:infi PRP VER:infi,3,False,,,,False
837,doctissimo,super qualité,ADJ NOM,5,False,,,,False
839,doctissimo,médecins généralistes,NOM ADJ,25,True,D058005,Médecins généralistes,General Practitioners,False
841,doctissimo,membre inférieur,NOM ADJ,11,True,D035002,Membre inférieur,Lower Extremity,True
842,doctissimo,inférieur gauche,ADJ ADJ,3,False,,,,False
844,doctissimo,.je comprends,NAM VER:pres,7,False,,,,False
845,doctissimo,c\'est difficile,NOM ADJ,50,False,,,,False
847,doctissimo,médecine interne,NOM ADJ,41,True,D007388,Médecine interne,Internal Medicine,True
848,doctissimo,inflammation chronique,NOM ADJ,4,False,,,,True
849,doctissimo,mettre ensemble,VER:infi ADV,4,False,,,,False
850,doctissimo,vraiment l\'impression,ADV NOM,16,False,,,,False
851,doctissimo,corps c\'est,NOM NOM,3,False,,,,False
852,doctissimo,c\'est psychologique,NOM ADJ,11,False,,,,False
853,doctissimo,qu\'il arrive,NOM VER:pres,13,False,,,,False
854,doctissimo,temps à consacrer,NOM PRP VER:infi,5,False,,,,False
855,doctissimo,activité professionnelle,NOM ADJ,19,True,D009790,Professions,Occupations,False
856,doctissimo,occuper l'esprit,VER:infi DET:ART NOM,7,False,,,,False
857,doctissimo,protocole de soins,NOM PRP NOM,4,False,,,,False
859,doctissimo,mère vit,NOM VER:pres,4,False,,,,False
860,doctissimo,continuer à vivre,VER:infi PRP VER:infi,25,False,,,,False
861,doctissimo,errance médicale,NOM ADJ,13,False,,,,False
862,doctissimo,moment délicat,NOM ADJ,4,False,,,,False
863,doctissimo,aide soignante,NOM ADJ,32,False,,,,False
864,doctissimo,reconversion professionnelle,NOM ADJ,8,False,,,,False
865,doctissimo,jamais rencontré,ADV VER:pper,15,False,,,,False
866,doctissimo,petit coup,ADJ NOM,43,False,,,,False
867,doctissimo,petit moment,ADJ NOM,57,False,,,,False
868,doctissimo,moment de partage,NOM PRP NOM,4,False,,,,False
869,doctissimo,heure demain,NOM ADV,3,False,,,,False
870,doctissimo,vie difficile,NOM ADJ,6,False,,,,False
871,doctissimo,rester calme,VER:infi ADJ,8,False,,,,False
872,doctissimo,entrée de l'estomac,NOM PRP DET:ART NOM,5,False,,,,False
873,doctissimo,regarder un film,VER:infi DET:ART NOM,11,False,,,,False
875,doctissimo,lieux publics,NOM ADJ,16,False,,,,False
876,doctissimo,vie est devenue,NOM VER:pres VER:pper,6,False,,,,False
877,doctissimo,truc c\'est,NOM ADJ,16,False,,,,False
878,doctissimo,train de me demander,NOM PRP PRO:PER VER:infi,3,False,,,,False
